page,row_on_page,title,episode_date,summary,transcript_url,slug,episode_type,year
38,7,"Charlize Theron, Plus an Interview With Long Shot Director Jonathan Levine | Career Arc",2019-05-03,"We examine Charlize Therons arc on the big screenfrom prototypical roles that leaned heavily on her sexuality to her turn toward action stardom, ult...",https://podscripts.co/podcasts/the-big-picture/charlize-theron-plus-an-interview-with-long-shot-director-jonathan-levine-career-arc,charlize-theron-plus-an-interview-with-long-shot-director-jonathan-levine-career-arc,standard,2019
38,8,Avengers: Endgame Has Overwhelmed Hollywood. Is That OK? | The Big Picture,2019-04-30,"We discuss the high-wire act that Avengers: Endgame was trying to pull offstitching together over a decade of films into one neat, fan-serviceable,...",https://podscripts.co/podcasts/the-big-picture/avengers-endgame-has-overwhelmed-hollywood-is-that-ok-the-big-picture,avengers-endgame-has-overwhelmed-hollywood-is-that-ok-the-big-picture,standard,2019
38,9,Avengers: Endgame: Emergency Deep Dive (SPOILERS) | Exit Survey,2019-04-26,"Avengers: Endgame, the culmination of more than a decade of Marvel Cinematic Universe films, is finally here. We discuss how the long-running arcs o...",https://podscripts.co/podcasts/the-big-picture/avengers-endgame-emergency-deep-dive-spoilers-exit-survey,avengers-endgame-emergency-deep-dive-spoilers-exit-survey,standard,2019
38,10,Spider-Man: Homecoming | Marvel Month,2019-04-24,"Avengers: Endgame is just days away, and with that comes the final installment in our Marvel Month series: Spider-Man: Homecoming. We discuss our...",https://podscripts.co/podcasts/the-big-picture/spider-man-homecoming-marvel-month,spider-man-homecoming-marvel-month,interview,2019
38,11,"The Oscars Schedule Changes, and Andrew Garfield On Under the Silver Lake | Interview",2019-04-19,"We go over the week in the movie world: Beyoncs documentary Homecoming, the Oscars happening two weeks earlier, and the movies were anticipating...",https://podscripts.co/podcasts/the-big-picture/the-oscars-schedule-changes-and-andrew-garfield-on-under-the-silver-lake-interview,the-oscars-schedule-changes-and-andrew-garfield-on-under-the-silver-lake-interview,oscar,2019
38,12,Avengers: Age of Ultron | Marvel Month,2019-04-17,"In the penultimate episode of our Marvel Month preview series, we sit down to discuss Avengers: Age of Ultron. How does AI function as a villain in...",https://podscripts.co/podcasts/the-big-picture/avengers-age-of-ultron-marvel-month,avengers-age-of-ultron-marvel-month,standard,2019
38,13,Guardians of the Galaxy | Marvel Month,2019-04-12,"As Avengers: Endgame inches closer, we continue our Marvel month with one of the most effective, influential, and surprising movies in the Marvel Ci...",https://podscripts.co/podcasts/the-big-picture/guardians-of-the-galaxy-marvel-month,guardians-of-the-galaxy-marvel-month,interview,2019
38,14,"Top Five Rock Movies, Plus Elisabeth Moss and Alex Ross Perry on Her Smell | Interview",2019-04-11,"We go over some of the most iconic rock star movies ever made and review the recent slew of films in that veinincluding Bohemian Rhapsody,A Star...",https://podscripts.co/podcasts/the-big-picture/top-five-rock-movies-plus-elisabeth-moss-and-alex-ross-perry-on-her-smell-interview,top-five-rock-movies-plus-elisabeth-moss-and-alex-ross-perry-on-her-smell-interview,ranking,2019
38,15,'Shazam! and the Future of the DCEU With David F. Sandberg | Interview,2019-04-08,"Sean is joined by Miles Surrey to assess the landscape of DC films after the breakout success of Shazam!' (2:00). Then, 'Shazam!' director David F. S...",https://podscripts.co/podcasts/the-big-picture/shazam-and-the-future-of-the-dceu-with-david-f-sandberg-interview,shazam-and-the-future-of-the-dceu-with-david-f-sandberg-interview,interview,2019
38,16,The Avengers | Marvel Month,2019-04-05,We break down Joss Whedon's 'Marvels The Avengersa landmark in the cinematic universe that established the rapport between the tentpole superstars...,https://podscripts.co/podcasts/the-big-picture/the-avengers-marvel-month,the-avengers-marvel-month,standard,2019
38,17,Matthew McConaughey | Career Arc,2019-04-02,"With Harmony Korines latest film The Beach Bum now in theaters, Sean, Amanda, and Rob take a look back through Matthew McConaugheys mercurial care...",https://podscripts.co/podcasts/the-big-picture/matthew-mcconaughey-career-arc,matthew-mcconaughey-career-arc,interview,2019
38,18,"Bill Hader on Barry, and Mary Kay Place and Kent Jones on Diane | Interview",2019-04-01,"In a rotating-guests episode of 'The Big Picture,' Sean is first joined by Bill Hader to discuss how filmmaking played into the conception of his HBO...",https://podscripts.co/podcasts/the-big-picture/bill-hader-on-barry-and-mary-kay-place-and-kent-jones-on-diane-interview,bill-hader-on-barry-and-mary-kay-place-and-kent-jones-on-diane-interview,interview,2019
38,19,'Captain America: The First Avenger' | Marvel Month,2019-03-29,In the first episode of our Marvel Cinematic Universe seriesdropping once a week in the lead-up to Avengers: EndgameSean and Amanda go deep on the...,https://podscripts.co/podcasts/the-big-picture/captain-america-the-first-avenger-marvel-month,captain-america-the-first-avenger-marvel-month,standard,2019
38,20,"Top Five Movies of 1999, Plus David Modigliani on Running With Beto | Discussion",2019-03-26,"Now 20 years removed, we convene to discuss and share our top five movies from 1999the year many believe was the greatest year of movies ever (1:00)....",https://podscripts.co/podcasts/the-big-picture/top-five-movies-of-1999-plus-david-modigliani-on-running-with-beto-discussion,top-five-movies-of-1999-plus-david-modigliani-on-running-with-beto-discussion,ranking,2019
39,1,A Deep Reading of Jordan Peeles Us (Feat. SPOILERS) | Exit Survey,2019-03-22,"We react to Us, Jordan Peeles much-anticipated follow-up to the social thriller Get Out. We give a spoiler-laden explanation of the ending, analy...",https://podscripts.co/podcasts/the-big-picture/a-deep-reading-of-jordan-peeles-us-feat-spoilers-exit-survey,a-deep-reading-of-jordan-peeles-us-feat-spoilers-exit-survey,standard,2019
39,2,Jordan Peele on Us | Interview,2019-03-19,Oscar-winning director and writer Jordan Peele joins the showthe day after the premiere of his new film Us at SXSWto discuss following up Get Out...,https://podscripts.co/podcasts/the-big-picture/jordan-peele-on-us-interview,jordan-peele-on-us-interview,oscar,2019
39,3,Ben Affleck | Career Arc,2019-03-15,"With Triple Frontier now streaming on Netflix, we launch the first episode in a series of career retrospectives on Hollywoods biggest stars. From ...",https://podscripts.co/podcasts/the-big-picture/ben-affleck-career-arc,ben-affleck-career-arc,interview,2019
39,4,"Us and the Best Movies at SXSW, Plus Sebastin Lelio on Gloria Bell | The Big Picture",2019-03-12,"Sean, Chris, and Amanda convene to talk about their favorite movies from the SXSW Film Festivalincluding Jordan Peeles much-anticipated directorial...",https://podscripts.co/podcasts/the-big-picture/us-and-the-best-movies-at-sxsw-plus-sebastian-lelio-on-gloria-bell-the-big-picture,us-and-the-best-movies-at-sxsw-plus-sebastian-lelio-on-gloria-bell-the-big-picture,standard,2019
39,5,Captain Marvel Is a 90s Nostalgia Play. Did It Work? | Exit Survey,2019-03-08,Brie Larson stars as Captain Marvel in the latest installment of the Marvel Cinematic Universe and its first stand-alone female superhero movie. We...,https://podscripts.co/podcasts/the-big-picture/captain-marvel-is-a-90s-nostalgia-play-did-it-work-exit-survey,captain-marvel-is-a-90s-nostalgia-play-did-it-work-exit-survey,standard,2019
39,6,"Leaving Neverland, Spielbergs Oscar Battle with Netflix, and the Best Movies of 2019 So Far | The Big Picture",2019-03-05,"Steven Spielberg is waging war against Netflixwhat does this mean for the Academy Awards (0:57)? Then, Rob Harvilla joins the show to discuss Leavin...",https://podscripts.co/podcasts/the-big-picture/leaving-neverland-spielbergs-oscar-battle-with-netflix-and-the-best-movies-of-2019-so-far-the-big-picture,leaving-neverland-spielbergs-oscar-battle-with-netflix-and-the-best-movies-of-2019-so-far-the-big-picture,oscar,2019
39,7,"The Oscars Aftermath Mailbag, Plus Neil Jordan on Greta | Interview (Ep. 132)",2019-02-28,"Amanda and Sean put a bow on the 2019 Oscars by answering the burning questions they didnt have time for on Sunday night (1:00). Then, Sean is joined...",https://podscripts.co/podcasts/the-big-picture/the-oscars-aftermath-mailbag-plus-neil-jordan-on-greta-interview-ep-132,the-oscars-aftermath-mailbag-plus-neil-jordan-on-greta-interview-ep-132,oscar,2019
39,8,Oscars 2019: Instant Reactions to Green Book and the Two Warring Academies | The Oscars Show (Ep. 131),2019-02-25,We react to what we feared might happen all Oscars seasona Green Book Best Picture victoryby weighing the power of the old Academy vs. the new Aca...,https://podscripts.co/podcasts/the-big-picture/oscars-2019-instant-reactions-to-green-book-and-the-two-warring-academies-the-oscars-show-ep-131,oscars-2019-instant-reactions-to-green-book-and-the-two-warring-academies-the-oscars-show-ep-131,oscar,2019
39,9,"Pro Wrestling Goes to the Movies, Plus Stephen Merchant on Fighting With My Family | Interview (Ep. 130)",2019-02-22,Sean sits down with Masked Man host David Shoemaker to discuss the evolution of pro wrestling on the big screen (0:31). Then Stephen Merchant joins...,https://podscripts.co/podcasts/the-big-picture/pro-wrestling-goes-to-the-movies-plus-stephen-merchant-on-fighting-with-my-family-interview-ep-130,pro-wrestling-goes-to-the-movies-plus-stephen-merchant-on-fighting-with-my-family-interview-ep-130,standard,2019
39,10,"The 2019 Oscar Narratives, Explained | The Oscars Show (Ep. 129)",2019-02-20,A host of Ringer staffers join Sean and Amanda to break down the narratives that have emerged in the lead-up to the 2019 Oscars. Why does Netflix want...,https://podscripts.co/podcasts/the-big-picture/the-2019-oscar-narratives-explained-the-oscars-show-ep-129,the-2019-oscar-narratives-explained-the-oscars-show-ep-129,oscar,2019
39,11,The 2019 Oscars: Final Ballot Predictions | The Oscars Show (Ep. 128),2019-02-19,"The Academy has flip-flopped again, saying they would reinstate the four categories they cut from the telecast just last week. Is that the right decis...",https://podscripts.co/podcasts/the-big-picture/the-2019-oscars-final-ballot-predictions-the-oscars-show-ep-128,the-2019-oscars-final-ballot-predictions-the-oscars-show-ep-128,oscar,2019
39,12,"The Case for a Black Panther Best Picture Win, Plus a Conversation With Nominee Ruth E. Carter | The Oscars Show (Ep. 127)",2019-02-15,Micah Peters and Rob Harvilla join the show to make the case for why Black Panther transcends the Marvel Cinematic Universe and should be taken more...,https://podscripts.co/podcasts/the-big-picture/the-case-for-a-black-panther-best-picture-win-plus-a-conversation-with-nominee-ruth-e-carter-the-oscars-show-ep-127,the-case-for-a-black-panther-best-picture-win-plus-a-conversation-with-nominee-ruth-e-carter-the-oscars-show-ep-127,oscar,2019
39,13,The Oscars Are Removing Four Categories From the Telecast. Why? Plus a Conversation With Nominee Nicholas Britell | The Oscars Show (Ep. 126),2019-02-12,"We sift through whats real and whats just British after the BAFTAs this weekend, and whether or not the A Star Is Born media blitz is helping or h...",https://podscripts.co/podcasts/the-big-picture/the-oscars-are-removing-four-categories-from-the-telecast-why-plus-a-conversation-with-nominee-nicholas-britell-the-oscars-show-ep-126,the-oscars-are-removing-four-categories-from-the-telecast-why-plus-a-conversation-with-nominee-nicholas-britell-the-oscars-show-ep-126,oscar,2019
39,14,The Top Five Steven Soderbergh Films | Discussion (Ep. 125),2019-02-08,"With todays Netflix release of Steven Soderberghs newest film, High Flying Bird, we sit down to list and discuss the top five movies hes made in...",https://podscripts.co/podcasts/the-big-picture/the-top-five-steven-soderbergh-films-discussion-ep-125,the-top-five-steven-soderbergh-films-discussion-ep-125,ranking,2019
39,15,"The Most Unpredictable Oscar Race, Plus the Directors of Free Solo | Interview (Ep. 124)",2019-02-07,We take stock of a Best Documentary Oscars race that doesnt include Wont You Be My Neighbor and Three Identical Strangerstwo of the most commer...,https://podscripts.co/podcasts/the-big-picture/the-most-unpredictable-oscar-race-plus-the-directors-of-free-solo-interview-ep-124,the-most-unpredictable-oscar-race-plus-the-directors-of-free-solo-interview-ep-124,oscar,2019
39,16,"'The Wife'-a-Palooza, Plus Barry Alexander Brown on Editing BlacKkKlansman | The Oscars Show (Ep. 123)",2019-02-05,"We spend an inordinate amount of time talking about The Wife, Glenn Closes latest film that will likely net her her first Best Actress win at the O...",https://podscripts.co/podcasts/the-big-picture/the-wife-a-palooza-plus-barry-alexander-brown-on-editing-blackkklansman-the-oscars-show-ep-123,the-wife-a-palooza-plus-barry-alexander-brown-on-editing-blackkklansman-the-oscars-show-ep-123,oscar,2019
39,17,Velvet Buzzsaw Director Dan Gilroy on Genre-Hopping with Netflix | Interview (Ep. 122),2019-02-01,"Dan Gilroy joins the show to talk his Netflix-backed horror-thriller art-world satire, directing Jake Gyllenhaal, and the commercialization of creativ...",https://podscripts.co/podcasts/the-big-picture/velvet-buzzsaw-director-dan-gilroy-on-genre-hopping-with-netflix-interview-ep-122,velvet-buzzsaw-director-dan-gilroy-on-genre-hopping-with-netflix-interview-ep-122,interview,2019
39,18,Are the Oscars in a State of Crisis? | The Oscars Show (Ep. 121),2019-01-30,This week we break down a big win for Black Panther at the SAG Awards and whether it will improve its Best Picture chances (2:20). Then Sean shares...,https://podscripts.co/podcasts/the-big-picture/are-the-oscars-in-a-state-of-crisis-the-oscars-show-ep-121,are-the-oscars-in-a-state-of-crisis-the-oscars-show-ep-121,oscar,2019
39,19,Oscar Nominations: What We Know and What We Dont | The Big Picture (Ep. 120),2019-01-22,Our instant reactions to the 2019 Oscar nominations pose as many questions as answers: Is 'Roma' the new favorite? Is A Star Is Born doomed? And why...,https://podscripts.co/podcasts/the-big-picture/oscar-nominations-what-we-know-and-what-we-dont-the-big-picture-ep-120,oscar-nominations-what-we-know-and-what-we-dont-the-big-picture-ep-120,oscar,2019
39,20,M. Night Shyamalans Glass Is a Twist On Superhero Box Office Power | Exit Survey (Ep. 119),2019-01-21,"We react to Glass, veteran director M. Night Shyamalans final installation in an almost-two-decade-long trilogy that includes Unbreakable and Sp...",https://podscripts.co/podcasts/the-big-picture/m-night-shyamalans-glass-is-a-twist-on-superhero-box-office-power-exit-survey-ep-119,m-night-shyamalans-glass-is-a-twist-on-superhero-box-office-power-exit-survey-ep-119,standard,2019
